,Twitter Account,Tweet Date,Tweet,Compound,Positive,Neutral,Negative,Tweets Ago
60,@FoxNews,Sat Jun 23 07:34:00 +0000 2018,".@POTUS: ""In 2016, more than 15,000 Americans died from a heroin overdose. More than 90% of the heroin comes from a… https://t.co/6jf29GkAKY",-0.875,0.0,0.643,0.357,61
61,@FoxNews,Sat Jun 23 07:15:00 +0000 2018,"Bourbon storage facility collapses in Kentucky, sending barrels crashing to the ground. https://t.co/PtwQwys35D",-0.296,0.0,0.845,0.155,62
62,@FoxNews,Sat Jun 23 07:00:01 +0000 2018,Military making plans to provide shelter for thousands of illegal immigrants. https://t.co/hbsKAXANCi,-0.5574,0.0,0.753,0.247,63
63,@FoxNews,Sat Jun 23 06:45:01 +0000 2018,"Steve Ronnebeck, father of murder victim: ""63,000 Americans since 9/11 have been killed by illegal aliens."" https://t.co/Xs7qIGS0jS",-0.9423,0.0,0.466,0.534,64
64,@FoxNews,Sat Jun 23 06:30:00 +0000 2018,Do you agree with Sen. @KamalaHarris? https://t.co/cSxRtT0YPx,0.3612,0.294,0.706,0.0,65
65,@FoxNews,Sat Jun 23 06:15:00 +0000 2018,Mysterious remains of extinct ape discovered in ancient Chinese tomb https://t.co/ukwFMO7fes,0.0,0.0,1.0,0.0,66
66,@FoxNews,Sat Jun 23 06:04:00 +0000 2018,".@POTUS: ""We're gathered today to hear directly from the American victims of illegal immigration. You know, you hea… https://t.co/tVTEJgV0xG",-0.7096,0.0,0.742,0.258,67
67,@FoxNews,Sat Jun 23 06:00:01 +0000 2018,".@marcthiessen: The Southern Poverty Law Center has lost all credibility
https://t.co/Ev5pobpvtV",-0.6808,0.0,0.616,0.384,68
68,@FoxNews,Sat Jun 23 05:45:00 +0000 2018,"Angel Mom Mary Ann Mendoza: ""There are hundreds of thousands of victims every year who are affected by illegal alie… https://t.co/LMKLDAwmDo",-0.7579,0.0,0.706,0.294,69
69,@FoxNews,Sat Jun 23 05:42:00 +0000 2018,"On Twitter, @SenSanders slammed President @realDonaldTrump, calling him a hypocrite who makes ""hateful and racist r… https://t.co/bRstHXYxhW",-0.802,0.0,0.66,0.34,70
70,@FoxNews,Sat Jun 23 05:35:00 +0000 2018,Melania Trump's jacket skewered by celebrities from Chelsea Handler to Jim Carrey https://t.co/IL2VUoRTXq,0.0,0.0,1.0,0.0,71
71,@FoxNews,Sat Jun 23 05:29:00 +0000 2018,".@Varneyco: ""Bricks and mortar stores... now have a level playing field."" https://t.co/Fr5goO4czW",0.2023,0.153,0.847,0.0,72
72,@FoxNews,Sat Jun 23 05:20:00 +0000 2018,Breastfeeding mom says Alabama restaurant owner covered baby's head with dish rag. https://t.co/J6fe47Civg,0.0,0.0,1.0,0.0,73
73,@FoxNews,Sat Jun 23 05:12:00 +0000 2018,'Storm Chasers' star Joel Taylor died of ecstasy overdose https://t.co/uXX073Gx3d,0.0772,0.252,0.516,0.232,74
74,@FoxNews,Sat Jun 23 05:04:00 +0000 2018,".@POTUS: ""I also want to thank the incredible ICE officers, border patrol agents, and law enforcement officials who… https://t.co/PQEzHpprLo",0.4215,0.183,0.817,0.0,75
75,@FoxNews,Sat Jun 23 04:54:00 +0000 2018,".@BlakemanB: ""The Democratic response is always crying fire in a crowded theater."" https://t.co/JDPCsinVxJ",-0.6705,0.0,0.645,0.355,76
76,@FoxNews,Sat Jun 23 04:44:00 +0000 2018,Rhode Island bill could keep President @realDonaldTrump off 2020 ballot. https://t.co/Z5lEBTtdhJ,0.0,0.0,1.0,0.0,77
77,@FoxNews,Sat Jun 23 04:30:00 +0000 2018,"Yesterday, @VP Mike Pence celebrated the booming economy six months after the passing of tax reform. https://t.co/6aCG3pT4X3",0.5719,0.188,0.812,0.0,78
78,@FoxNews,Sat Jun 23 04:18:00 +0000 2018,"New York gubernatorial candidate and former ""Sex and the City” star @CynthiaNixon said she considers @ICEgov “a ter… https://t.co/FqtlrLpr7z",0.0,0.0,1.0,0.0,79
79,@FoxNews,Sat Jun 23 03:40:00 +0000 2018,.@TomArnold fuels Trump tape speculation with Michael Cohen Twitter photo https://t.co/LhoEcgI5jU,0.0,0.0,1.0,0.0,80
80,@FoxNews,Sat Jun 23 03:30:00 +0000 2018,Anthony Bourdain had no drugs in his system when he died https://t.co/E3yPkargOZ,-0.7003,0.0,0.633,0.367,81
81,@FoxNews,Sat Jun 23 03:15:00 +0000 2018,Air Force training flight down in New Mexico: one crew member injured; another's condition unknown. https://t.co/gbuNIcgtPO,-0.4019,0.0,0.847,0.153,82
82,@FoxNews,Sat Jun 23 03:05:01 +0000 2018,U.S. military is making plans to provide shelter for thousands of illegal immigrants. https://t.co/hbsKAXANCi,-0.5574,0.0,0.783,0.217,83
83,@FoxNews,Sat Jun 23 03:01:55 +0000 2018,"'Krauthammer, His Words': 'I Never Wanted to Make Myself the Focus of My Career' https://t.co/lKzMcbvbya",0.0,0.0,1.0,0.0,84
84,@FoxNews,Sat Jun 23 02:55:00 +0000 2018,".@marklevinshow: ""Where are the pro-Trump texts? Where are the pro-Trump senior FBI agents? Where are the anti-Hill… https://t.co/gYlgkqR14X",0.0,0.0,1.0,0.0,85
85,@FoxNews,Sat Jun 23 02:46:00 +0000 2018,Driver in fatal self-driving Uber crash was reportedly watching ‘The Voice’ https://t.co/CoaVz9GlLJ,-0.7574,0.0,0.606,0.394,86
86,@FoxNews,Sat Jun 23 02:40:01 +0000 2018,A Florida sheriff's deputy reunites with a 3-year-old girl that he rescued after her mother allegedly left her alon… https://t.co/JIG7JQB27a,0.4215,0.141,0.859,0.0,87
